Date,downtime
2022-04-01 13:12:25,1
2022-04-15 12:14:34,1
2022-04-26 09:11:32,2
2022-05-09 06:32:16,2
2022-06-14 20:12:22,1
2022-07-17 11:32:45,2
2022-07-18 19:41:12,3
2022-07-18 20:11:23,2
2022-08-01 11:49:44,3
2022-08-15 06:21:52,1
2022-08-26 12:32:12,2
2022-09-29 06:15:03,1
2022-10-14 16:03:25,3
2022-11-17 11:52:02,1
2022-12-01 19:22:20,2
2022-12-11 08:06:12,2

