Date,downtime
2022-04-05 09:19:30,30
2022-05-02 19:05:26,26
2022-06-16 14:33:05,15
2022-07-03 09:51:06,21
2022-09-22 12:26:05,15
2022-10-13 13:41:11,21
2022-10-29 16:01:19,19
2022-11-07 19:01:39,20
2022-12-17 07:29:56,21


