Date,downtime
2022-04-09 20:16:30,20
2022-05-02 19:22:26,27
2022-06-11 21:33:05,25
2022-06-25 20:33:06,20
2022-09-28 21:12:05,19
2022-10-10 19:46:11,20
2022-11-07 19:05:39,21


